,name,full_name,age,height,nationality,place_of_birth,price,max_price,position,shirt_nr,foot,club,contract_expires,joined_club,player_agent,outfitter,league
145,Cristian Romero,Cristian Gabriel Romero,25,1.85,Argentina,Córdoba,60.0,60.0,Defender - Centre-Back,17,right,Tottenham,2027-06-30,2022-08-30,Ciro Palermo,,EPL
146,Eric Dier,Eric Jeremy Edgar Dier,29,1.88,England  Portugal,Cheltenham,25.0,40.0,Defender - Centre-Back,15,right,Tottenham,2024-06-30,2014-07-31,,Nike,EPL
147,Davinson Sánchez,Davinson Sánchez Mina,26,1.87,Colombia,Caloto,20.0,60.0,Defender - Centre-Back,6,right,Tottenham,2024-06-30,2017-08-23,Villarreal & Schena,Nike,EPL
148,Clément Lenglet,Clément Nicolas Laurent Lenglet,27,1.86,France,Beauvais,12.0,60.0,Defender - Centre-Back,34,left,Tottenham,2023-06-30,2022-07-08,Wasserman,Nike,EPL
149,Japhet Tanganga,Japhet Manzambi Tanganga,24,1.84,England  DR Congo,London,9.0,15.0,Defender - Centre-Back,25,right,Tottenham,2025-06-30,2020-01-01,RDF Football,,EPL
150,Ben Davies,Benjamin Thomas Davies,30,1.81,Wales,Neath,20.0,25.0,Defender - Left-Back,33,left,Tottenham,2025-06-30,2014-07-23,CAA Stellar,adidas,EPL
151,Pedro Porro,Pedro Antonio Porro Sauceda,23,1.73,Spain,Don Benito,35.0,35.0,Defender - Right-Back,23,right,Tottenham,2023-06-30,2023-01-31,CAA Base Ltd,Nike,EPL
152,Emerson Royal,,24,1.83,Brazil  Spain,São Paulo,25.0,30.0,Defender - Right-Back,12,right,Tottenham,2026-06-30,2021-08-31,,,EPL
153,Oliver Skipp,Oliver William Skipp,22,1.75,England,Welwyn Garden City,15.0,20.0,midfield - Defensive Midfield,4,right,Tottenham,2027-06-30,2018-07-01,ARETÉ,,EPL
154,Pierre-Emile Höjbjerg,Pierre-Emile Kordt Højbjerg,27,1.85,Denmark  France,København,45.0,45.0,midfield - Central Midfield,5,right,Tottenham,2025-06-30,2020-08-11,Gol International,adidas,EPL
155,Rodrigo Bentancur,Rodrigo Bentancur Colmán,25,1.87,Uruguay,Nueva Helvecia,40.0,50.0,midfield - Central Midfield,30,right,Tottenham,2026-06-30,2022-01-31,Back Sports S.A.,,EPL
156,Yves Bissouma,,26,1.82,Mali  Cote d'Ivoire,Issia,25.0,35.0,midfield - Central Midfield,38,right,Tottenham,2026-06-30,2022-07-01,AMS CONSULTING,Nike,EPL
157,Pape Matar Sarr,,20,1.84,Senegal,Thiaroye,15.0,20.0,midfield - Central Midfield,29,right,Tottenham,2026-06-30,2021-08-27,,,EPL
158,Ryan Sessegnon,Kouassi Ryan Sessegnon,22,1.78,England,London,22.0,35.0,midfield - Left Midfield,19,left,Tottenham,2025-06-30,2019-08-08,Unique Sports Group,Nike,EPL
159,Ivan Perisic,Ivan Perišić,34,1.86,Croatia,Split,10.0,45.0,midfield - Left Midfield,14,both,Tottenham,2024-06-30,2022-07-01,,,EPL
160,Heung-min Son,손흥민,30,1.84,"Korea, South","Chuncheon, Gangwon",60.0,90.0,Attack - Left Winger,7,both,Tottenham,2025-06-30,2015-08-28,CAA Base Ltd,adidas,EPL
161,Arnaut Danjuma,Arnaut Danjuma Adam Groeneveld,26,1.78,Netherlands  Nigeria,Lagos,27.0,50.0,Attack - Left Winger,16,right,Tottenham,2023-06-30,2023-01-25,Panthera Sports,,EPL
162,Dejan Kulusevski,Дејан Кулушевски,23,1.86,Sweden  North Macedonia,Stockholm,55.0,55.0,Attack - Right Winger,21,left,Tottenham,2023-06-30,2022-01-31,World Soccer Agency,,EPL
163,Lucas Moura,,30,1.72,Brazil,São Paulo,9.0,40.0,Attack - Right Winger,27,right,Tottenham,2023-06-30,2018-01-31,4ComM,adidas,EPL
164,Harry Kane,Harry Edward Kane,29,1.88,England,London,90.0,150.0,Attack - Centre-Forward,10,right,Tottenham,2024-06-30,2011-01-01,CK66,Nike,EPL
165,Richarlison,,26,1.84,Brazil,Nova Venécia,55.0,65.0,Attack - Centre-Forward,9,right,Tottenham,2027-06-30,2022-07-01,CAA Base Ltd,Nike,EPL
166,Nick Pope,Nicholas David Pope,31,1.98,England,Soham,18.0,18.0,Goalkeeper,22,right,Newcastle,2026-06-30,2022-07-01,CAA Stellar,,EPL
167,Martin Dúbravka,,34,1.91,Slovakia,Žilina,2.5,7.5,Goalkeeper,1,right,Newcastle,2025-06-30,2018-07-01,SPOCS Global Sports,,EPL
168,Loris Karius,Loris Sven Karius,29,1.91,Germany,Biberach an der Riß,1.5,12.0,Goalkeeper,18,right,Newcastle,2023-06-30,2022-09-12,ROGON,adidas,EPL
169,Mark Gillespie,Mark Joseph Gillespie,31,1.91,England,Newcastle upon Tyne,0.3,0.5,Goalkeeper,29,right,Newcastle,2023-06-30,2020-07-03,SMI Sports ...,,EPL
170,Sven Botman,,23,1.95,Netherlands,Badhoevedorp,45.0,45.0,Defender - Centre-Back,4,left,Newcastle,2027-06-30,2022-07-01,Muy Manero,Nike,EPL
171,Dan Burn,Daniel Johnson Burn,31,2.01,England,Blyth,12.0,12.0,Defender - Centre-Back,33,left,Newcastle,2024-06-30,2022-01-31,,,EPL
172,Fabian Schär,Fabian Lukas Schär,31,1.86,Switzerland,Wil,10.0,16.0,Defender - Centre-Back,5,right,Newcastle,2024-06-30,2018-07-26,Sports360 GmbH,Puma,EPL
173,Jamaal Lascelles,,29,1.88,England  Barbados,Derby,7.0,18.0,Defender - Centre-Back,6,right,Newcastle,2024-06-30,2014-08-09,Unique Sports Group,Nike,EPL
174,Matt Targett,Matthew Robert Targett,27,1.83,England  Scotland,Eastleigh,15.0,17.0,Defender - Left-Back,13,left,Newcastle,2026-06-30,2022-07-01,Straight Ace Sports,,EPL
175,Jamal Lewis,Jamal Piaras Lewis,25,1.78,Northern Ireland  England,Luton,8.0,17.0,Defender - Left-Back,12,left,Newcastle,2025-06-30,2020-09-08,PLG,Nike,EPL
176,Paul Dummett,,31,1.83,Wales  England,Newcastle upon Tyne,1.2,7.0,Defender - Left-Back,3,left,Newcastle,2023-06-30,2012-07-01,Unique Sports Group,Nike,EPL
177,Kieran Trippier,Kieran John Trippier,32,1.73,England,Bury,13.0,35.0,Defender - Right-Back,2,right,Newcastle,2025-06-30,2022-01-07,CAA Base Ltd,Nike,EPL
178,Emil Krafth,Emil Henry ­Kristoffer Krafth,28,1.84,Sweden,Ljungby,4.0,5.0,Defender - Right-Back,17,right,Newcastle,2024-06-30,2019-08-08,Global Soccer ...,adidas,EPL
179,Javier Manquillo,Javier Manquillo Gaitán,29,1.78,Spain,Madrid,3.0,6.0,Defender - Right-Back,19,right,Newcastle,2024-06-30,2017-07-21,CAA Stellar,,EPL
180,Harrison Ashby,Harrison Charles Ashby,21,1.79,Scotland  England,Milton Keynes,1.0,1.0,Defender - Right-Back,30,right,Newcastle,,2023-01-31,Wasserman,,EPL
181,Bruno Guimarães,Bruno Guimarães Rodrigues Moura,25,1.82,Brazil  Spain,Rio de Janeiro,60.0,60.0,midfield - Defensive Midfield,39,right,Newcastle,2026-06-30,2022-01-30,Bertolucci Sports,adidas,EPL
182,Joe Willock,Joseph George Willock,23,1.86,England  Montserrat,London,30.0,30.0,midfield - Central Midfield,28,right,Newcastle,2027-06-30,2021-08-13,,adidas,EPL
183,Sean Longstaff,Sean David Longstaff,25,1.87,England,Newcastle upon Tyne,22.0,22.0,midfield - Central Midfield,36,right,Newcastle,2025-06-30,2019-01-01,Gol International,,EPL
184,Matt Ritchie,Matthew Thomas Ritchie,33,1.73,Scotland  England,Gosport,1.8,12.0,midfield - Right Midfield,11,left,Newcastle,2023-06-30,2016-07-01,,,EPL
185,Joelinton,,26,1.86,Brazil,Aliança,38.0,38.0,midfield - Attacking Midfield,7,right,Newcastle,2025-06-30,2019-07-23,ROGON,,EPL
186,Elliot Anderson,,20,1.79,Scotland  England,Whitley Bay,3.5,3.5,midfield - Attacking Midfield,32,right,Newcastle,2026-06-30,2022-07-01,CAA Stellar,Nike,EPL
187,Anthony Gordon,Anthony Michael Gordon,22,1.82,England,Liverpool,40.0,40.0,Attack - Left Winger,8,right,Newcastle,,2023-01-29,Unique Sports Group,adidas,EPL
188,Allan Saint-Maximin,Allan Irénée Saint-Maximin,26,1.73,France  Guadeloupe,Châtenay-Malabry,35.0,40.0,Attack - Left Winger,10,right,Newcastle,2026-06-30,2019-08-02,,Puma,EPL
189,Ryan Fraser,,29,1.63,Scotland,Aberdeen,8.0,30.0,Attack - Left Winger,21,right,Newcastle,2025-06-30,2020-09-07,Wasserman,Nike,EPL
190,Miguel Almirón,Miguel Ángel Almirón Rejala,29,1.74,Paraguay,Asunción,35.0,35.0,Attack - Right Winger,24,left,Newcastle,2026-06-30,2019-01-31,Osvaldo Daniel Campo,,EPL
191,Jacob Murphy,Jacob Kai Murphy,28,1.73,England  Ireland,London,10.0,10.0,Attack - Right Winger,23,right,Newcastle,2027-06-30,2017-07-19,New Era Global ...,,EPL
192,Alexander Isak,,23,1.92,Sweden  Eritrea,Solna,50.0,50.0,Attack - Centre-Forward,14,right,Newcastle,2028-06-30,2022-08-26,Universal Twenty Two,adidas,EPL
193,Callum Wilson,Callum Eddie Graham Wilson,31,1.8,England,Coventry,18.0,30.0,Attack - Centre-Forward,9,right,Newcastle,2024-06-30,2020-09-07,Unique Sports Group,Nike,EPL
194,Alphonse Areola,Alphonse Francis Aréola,30,1.95,France  Philippines,Paris,8.0,17.5,Goalkeeper,13,right,West Ham,2027-06-30,2022-07-01,Rafaela Pimenta,,EPL
195,Lukasz Fabianski,Łukasz Marek Fabiański,38,1.9,Poland,Kostrzyn nad Odrą,1.0,9.0,Goalkeeper,1,right,West Ham,2023-06-30,2018-07-01,ROOF,adidas,EPL
196,Nayef Aguerd,نايف أكرد,27,1.9,Morocco,Kénitra,32.0,32.0,Defender - Centre-Back,27,left,West Ham,2027-06-30,2022-07-01,Trivela SM,,EPL
197,Kurt Zouma,Kurt Happy Zouma,28,1.9,France  Central African Republic,Lyon,28.0,35.0,Defender - Centre-Back,4,right,West Ham,2025-06-30,2021-08-28,,,EPL
198,Thilo Kehrer,Jan Thilo Kehrer,26,1.86,Germany  Burundi,Tübingen,18.0,35.0,Defender - Centre-Back,24,right,West Ham,2026-06-30,2022-08-17,Dirk Hebel,Nike,EPL
199,Angelo Ogbonna,Angelo Obinze Ogbonna,34,1.91,Italy  Nigeria,Cassino,1.0,13.0,Defender - Centre-Back,21,left,West Ham,2023-06-30,2015-07-10,Branchini Associati ...,adidas,EPL
200,Emerson,,28,1.76,Italy  Brazil,Santos,12.0,30.0,Defender - Left-Back,33,left,West Ham,2026-06-30,2022-08-23,PS Sports,adidas,EPL
201,Aaron Cresswell,Aaron William Cresswell,33,1.7,England,Liverpool,2.5,12.0,Defender - Left-Back,3,left,West Ham,2023-06-30,2014-07-03,Unique Sports Group,adidas,EPL
202,Ben Johnson,Benjamin Anthony Johnson,23,1.84,England,London,12.0,12.0,Defender - Right-Back,2,right,West Ham,2024-06-30,2020-07-01,CAA Base Ltd,,EPL
203,Vladimir Coufal,Vladimír Coufal,30,1.79,Czech Republic,Ostrava,9.0,12.0,Defender - Right-Back,5,right,West Ham,2023-06-30,2020-10-02,K2K Sports ...,,EPL
204,Declan Rice,,24,1.88,England  Ireland,London,80.0,80.0,midfield - Defensive Midfield,41,right,West Ham,2024-06-30,2017-07-01,Relatives,adidas,EPL
205,Tomas Soucek,Tomáš Souček,28,1.92,Czech Republic,Havlíčkův Brod,35.0,45.0,midfield - Defensive Midfield,28,right,West Ham,2024-06-30,2020-07-27,Int. Sport ...,,EPL
206,Flynn Downes,,24,1.78,England,Brentwood,8.0,8.0,midfield - Central Midfield,12,right,West Ham,2027-06-30,2022-07-07,Wasserman,,EPL
207,Lucas Paquetá,,25,1.8,Brazil  Portugal,Paquetá,45.0,45.0,midfield - Attacking Midfield,11,left,West Ham,2027-06-30,2022-08-29,Brazil Soccer,Nike,EPL
208,Pablo Fornals,Pablo Fornals Malla,27,1.78,Spain,Castelló de la Plana,25.0,30.0,midfield - Attacking Midfield,8,right,West Ham,2024-06-30,2019-07-01,Toldra Consulting ...,Nike,EPL
209,Manuel Lanzini,,30,1.67,Argentina  Italy,Ituzaingó,8.0,20.0,midfield - Attacking Midfield,10,right,West Ham,2023-06-30,2016-07-01,Hernan Berman,Nike,EPL
210,Saïd Benrahma,Mohamed Saïd Benrahma,27,1.72,Algeria  France,Aïn Témouchent,22.0,25.0,Attack - Left Winger,22,right,West Ham,2026-06-30,2021-01-29,KDS FM,,EPL
211,Maxwel Cornet,Gnaly Maxwel Cornet,26,1.79,Cote d'Ivoire  France,Bregbo,15.0,18.0,Attack - Left Winger,14,left,West Ham,2027-06-30,2022-08-05,Unique Sports Group,adidas,EPL
212,Jarrod Bowen,,26,1.82,England,Leominster,38.0,42.0,Attack - Right Winger,20,left,West Ham,2025-06-30,2020-01-31,PLG,adidas,EPL
213,Gianluca Scamacca,,24,1.95,Italy,Roma,27.0,30.0,Attack - Centre-Forward,7,right,West Ham,2027-06-30,2022-07-26,CAA Stellar,Nike,EPL
214,Danny Ings,Daniel William John Ings,30,1.77,England,Winchester,16.0,22.0,Attack - Centre-Forward,18,right,West Ham,2025-06-30,2023-01-20,,Nike,EPL
215,Michail Antonio,Michail Gregory Antonio,33,1.8,Jamaica  England,London,9.0,18.0,Attack - Centre-Forward,9,right,West Ham,2024-06-30,2015-09-01,Unique Sports Group,Umbro,EPL
216,Danny Ward,Daniel Ward,29,1.91,Wales,Wrexham,8.0,10.0,Goalkeeper,1,right,Leicester,2025-06-30,2018-07-20,CAA Stellar,Nike,EPL
217,Daniel Iversen,Daniel Lønne Iversen,25,1.91,Denmark,Gørding,2.0,2.0,Goalkeeper,31,,Leicester,2025-06-30,2020-07-01,First Touch,Uhlsport,EPL
218,Alex Smithies,Alexander Smithies,33,1.89,England,Huddersfield,0.6,3.5,Goalkeeper,12,right,Leicester,2024-06-30,2022-08-12,World in Motion,,EPL
219,Wout Faes,,25,1.87,Belgium,Mol,20.0,20.0,Defender - Centre-Back,3,right,Leicester,2027-06-30,2022-09-01,Claes Agency,,EPL
220,Caglar Söyüncü,Çağlar Söyüncü,26,1.85,Turkey,Izmir,15.0,45.0,Defender - Centre-Back,4,right,Leicester,2023-06-30,2018-08-09,Wasserman,Nike,EPL
221,Harry Souttar,Harry James Souttar,24,1.98,Australia  Scotland,Aberdeen,15.0,15.0,Defender - Centre-Back,15,right,Leicester,2028-06-30,2023-01-31,FullNinety,,EPL
222,Daniel Amartey,,28,1.86,Ghana,Accra,15.0,15.0,Defender - Centre-Back,18,right,Leicester,2023-06-30,2016-01-22,Gol International,Puma,EPL
223,Jannik Vestergaard,,30,1.99,Denmark  Germany,Hvidovre,5.0,20.0,Defender - Centre-Back,23,both,Leicester,2024-06-30,2021-08-13,Unique Sports Group,adidas,EPL
224,Jonny Evans,Jonathan Grant Evans,35,1.88,Northern Ireland,Belfast,3.0,15.0,Defender - Centre-Back,6,both,Leicester,2023-06-30,2018-07-01,,Nike,EPL
225,Victor Kristiansen,,20,1.81,Denmark,Copenhagen,12.0,12.0,Defender - Left-Back,16,left,Leicester,2028-06-30,2023-01-20,Boutique Transfers,,EPL
226,Luke Thomas,Luke Jonathan Thomas,21,1.81,England,Syston,10.0,12.0,Defender - Left-Back,33,left,Leicester,2024-06-30,2020-07-01,Wasserman,,EPL
227,Ryan Bertrand,Ryan Dominic Bertrand,33,1.79,England  Egypt,London,1.0,20.0,Defender - Left-Back,5,left,Leicester,2023-06-30,2021-07-15,FA Sport,,EPL
228,Timothy Castagne,,27,1.85,Belgium,Arlon,28.0,28.0,Defender - Right-Back,27,right,Leicester,2025-06-30,2020-09-03,Zénon Melon,Nike,EPL
229,James Justin,James Michael Justin,25,1.83,England  St. Lucia,Luton,25.0,25.0,Defender - Right-Back,2,right,Leicester,2026-06-30,2019-07-01,CAA Stellar,Nike,EPL
230,Ricardo Pereira,Ricardo Domingos Barbosa Pereira,29,1.75,Portugal  Cape Verde,Lisboa,12.0,40.0,Defender - Right-Back,21,right,Leicester,2026-06-30,2018-07-01,Gestifute,Nike,EPL
231,Wilfred Ndidi,Onyinye Wilfred Ndidi,26,1.83,Nigeria,Lagos,32.0,60.0,midfield - Defensive Midfield,25,right,Leicester,2024-06-30,2017-01-03,firsteleven ISM,Nike,EPL
232,Boubakary Soumaré,,24,1.88,France  Senegal,Noisy-le-Sec,20.0,28.0,midfield - Defensive Midfield,42,right,Leicester,2026-06-30,2021-07-02,Sport Avenir ...,adidas,EPL
233,Nampalys Mendy,,30,1.67,Senegal  France,La Seyne-sur-Mer,3.5,12.0,midfield - Defensive Midfield,24,right,Leicester,2023-06-30,2016-07-03,Extra Time Sports ...,adidas,EPL
234,Youri Tielemans,,26,1.76,Belgium  DR Congo,Sint-Pieters-Leeuw,30.0,55.0,midfield - Central Midfield,8,right,Leicester,2023-06-30,2019-07-08,Claes Agency,Nike,EPL
235,Kiernan Dewsbury-Hall,Kiernan Frank Dewsbury-Hall,24,1.78,England,Shepshed,25.0,25.0,midfield - Central Midfield,22,left,Leicester,2027-06-30,2021-07-01,Wasserman,,EPL
236,Dennis Praet,,29,1.81,Belgium,Leuven,8.0,25.0,midfield - Central Midfield,26,right,Leicester,2024-06-30,2019-08-08,MARTIN RIHA,Nike,EPL
237,James Maddison,James Daniel Maddison,26,1.75,England,Coventry,55.0,60.0,midfield - Attacking Midfield,10,right,Leicester,2024-06-30,2018-07-01,CAA Base Ltd,Puma,EPL
238,Harvey Barnes,Harvey Lewis Barnes,25,1.82,England  Scotland,Burnley,32.0,35.0,Attack - Left Winger,7,right,Leicester,2025-06-30,2018-07-01,Wasserman,,EPL
239,Tetê,,23,1.75,Brazil,Alvorada,25.0,28.0,Attack - Right Winger,37,left,Leicester,2023-06-30,2023-01-29,PabloBueno360,adidas,EPL
240,Patson Daka,,24,1.83,Zambia,Chingola,20.0,22.0,Attack - Centre-Forward,20,right,Leicester,2026-06-30,2021-07-01,12 MANagement,Nike,EPL
241,Kelechi Iheanacho,Kelechi Promise Iheanacho,26,1.85,Nigeria,Imo,17.0,20.0,Attack - Centre-Forward,14,left,Leicester,2024-06-30,2017-08-03,,Nike,EPL
242,Jamie Vardy,Jamie Richard Vardy,36,1.79,England,Sheffield,4.0,20.0,Attack - Centre-Forward,9,right,Leicester,2024-06-30,2012-07-01,Wasserman,adidas,EPL
243,Emiliano Martínez,Damián Emiliano Martínez Romero,30,1.95,Argentina  Spain,Mar del Plata,28.0,35.0,Goalkeeper,1,right,Aston Villa,2027-06-30,2020-09-16,Universal Twenty Two,Puma,EPL
244,Robin Olsen,Robin Patrick Olsen,33,1.96,Sweden  Denmark,Malmö,2.0,10.0,Goalkeeper,25,right,Aston Villa,,2022-07-01,HCM Sports ...,Nike,EPL
245,Jed Steer,Jed John Steer,30,1.83,England  Scotland,Norwich,0.6,2.0,Goalkeeper,12,left,Aston Villa,2023-06-30,2013-07-01,CAA Stellar,,EPL
246,Viljami Sinisalo,Viljami Kari Veikko Sinisalo,21,1.9,Finland,Hyvinkää,0.4,0.4,Goalkeeper,38,right,Aston Villa,2025-06-30,2022-07-01,Tim Pole,,EPL
247,Diego Carlos,,30,1.85,Brazil  Spain,Barra Bonita (SP),30.0,50.0,Defender - Centre-Back,3,right,Aston Villa,2026-06-30,2022-07-01,Bertolucci Sports,,EPL
248,Tyrone Mings,Tyrone Deon Mings,30,1.96,England,Bath,25.0,32.0,Defender - Centre-Back,5,left,Aston Villa,2026-06-30,2019-07-08,Wasserman,Under Armour,EPL
249,Ezri Konsa,Ezri Konsa Ngoyo,25,1.83,England  DR Congo,London,22.0,25.0,Defender - Centre-Back,4,right,Aston Villa,2026-06-30,2019-07-11,CAA Stellar,,EPL
250,Calum Chambers,,28,1.82,England,Petersfield,8.0,18.0,Defender - Centre-Back,16,right,Aston Villa,2025-06-30,2022-01-27,Relatives,Nike,EPL
251,Álex Moreno,Alexandre Moreno Lopera,29,1.79,Spain,Vilafranca Del Penedès,20.0,20.0,Defender - Left-Back,15,left,Aston Villa,2026-06-30,2023-01-11,Gol International,,EPL
252,Lucas Digne,,29,1.78,France,Meaux,17.0,35.0,Defender - Left-Back,27,left,Aston Villa,2026-06-30,2022-01-13,Beckster Int.,adidas,EPL
253,Matty Cash,Matthew Stuart Cash,25,1.85,Poland  England,Slough,22.0,25.0,Defender - Right-Back,2,right,Aston Villa,2027-06-30,2020-09-03,Simply Sport ...,Under Armour,EPL
254,Ashley Young,Ashley Simon Young,37,1.75,England  Jamaica,Stevenage,1.0,27.0,Defender - Right-Back,18,both,Aston Villa,2023-06-30,2021-07-01,CAA Base Ltd,adidas,EPL
255,Boubacar Kamara,Boubacar Bernard Kamara,23,1.84,France  Senegal,Marseille,25.0,37.0,midfield - Defensive Midfield,44,right,Aston Villa,2027-06-30,2022-07-01,Sport Avenir ...,Nike,EPL
256,Leander Dendoncker,,28,1.88,Belgium,Passendale,17.0,32.0,midfield - Defensive Midfield,32,right,Aston Villa,,2022-09-01,Wasserman,Nike,EPL
257,Douglas Luiz,,25,1.77,Brazil,Rio de Janeiro,35.0,38.0,midfield - Central Midfield,6,right,Aston Villa,2026-06-30,2019-07-25,Sports Invest UK ltd,,EPL
258,Jacob Ramsey,Jacob Matthew Ramsey,21,1.8,England,Birmingham,32.0,32.0,midfield - Central Midfield,41,right,Aston Villa,2027-06-30,2020-07-01,Unique Sports Group,,EPL
259,John McGinn,,28,1.78,Scotland,Glasgow,27.0,32.0,midfield - Central Midfield,7,left,Aston Villa,2025-06-30,2018-08-08,,,EPL
260,Leon Bailey,Leon Patrick Bailey Butler,25,1.78,Jamaica,Kingston,25.0,45.0,Attack - Left Winger,31,left,Aston Villa,2025-06-30,2021-08-04,Phoenix Sports ...,Nike,EPL
261,Philippe Coutinho,Philippe Coutinho Correia,30,1.72,Brazil  Portugal,Rio de Janeiro,14.0,150.0,Attack - Left Winger,23,right,Aston Villa,2026-06-30,2022-07-01,Sports Invest UK ltd,Nike,EPL
262,Emiliano Buendía,Emiliano Buendía Stati,26,1.72,Argentina  Spain,Mar del Plata,28.0,35.0,Attack - Right Winger,10,right,Aston Villa,2026-06-30,2021-07-01,Universal Twenty Two,,EPL
263,Bertrand Traoré,Bertrand Isidore Traoré,27,1.81,Burkina Faso,Bobo-Dioulasso,14.0,20.0,Attack - Right Winger,9,left,Aston Villa,2024-06-30,2020-09-19,CAA Stellar,,EPL
264,Ollie Watkins,Oliver George Arthur Watkins,27,1.8,England,Torquay,32.0,35.0,Attack - Centre-Forward,11,right,Aston Villa,2025-06-30,2020-09-09,Two Touch Agency,Under Armour,EPL
265,Jhon Durán,Jhon Jader Durán Palacio,19,1.85,Colombia,Medellín,12.0,12.0,Attack - Centre-Forward,22,left,Aston Villa,,2023-01-23,Jonathan Herrera,,EPL
266,José Sá,José Pedro Malheiro de Sá,30,1.92,Portugal,Braga,18.0,18.0,Goalkeeper,1,right,Wolves,2026-06-30,2021-07-15,Gestifute,,EPL
267,Daniel Bentley,Daniel Ian Bentley,29,1.93,England,Basildon,1.8,4.0,Goalkeeper,25,,Wolves,2025-06-30,2023-01-25,Unique Sports Group,,EPL
268,Louie Moulden,,21,1.9,England,Bolton,0.2,0.2,Goalkeeper,13,right,Wolves,2024-06-30,2021-07-01,Unique Sports Group,Puma,EPL
269,Max Kilman,Maximilian William Kilman,25,1.94,England  Ukraine,London,25.0,25.0,Defender - Centre-Back,23,left,Wolves,2026-06-30,2018-08-09,Wasserman,,EPL
270,Nathan Collins,Nathan Michael Collins,22,1.93,Ireland,Leixlip,22.0,22.0,Defender - Centre-Back,4,right,Wolves,2027-06-30,2022-07-12,,,EPL
271,Craig Dawson,,33,1.88,England,Rochdale,2.5,8.0,Defender - Centre-Back,15,right,Wolves,2025-06-30,2023-01-22,Unique Sports Group,,EPL
272,Toti,,24,1.87,Portugal  Guinea-Bissau,Bissau,2.5,2.5,Defender - Centre-Back,24,left,Wolves,2027-06-30,2020-09-02,Element Twelve,,EPL
273,Rayan Aït-Nouri,Rayan Aït-Nouri,21,1.8,Algeria  France,Montreuil,22.0,22.0,Defender - Left-Back,3,left,Wolves,2026-06-30,2021-07-09,Gestifute,,EPL
274,Jonny Otto,Jonathan Castro Otto,29,1.75,Spain,Vigo,17.0,20.0,Defender - Left-Back,19,both,Wolves,2025-06-30,2019-01-31,Intermedia Sport ...,,EPL
275,Hugo Bueno,Hugo Bueno López,20,1.8,Spain,Vigo,0.2,0.2,Defender - Left-Back,64,left,Wolves,2026-06-30,2022-07-01,Footfeel ISM,,EPL
276,Nélson Semedo,Nélson Cabral Semedo,29,1.77,Portugal  Cape Verde,Lisboa,15.0,40.0,Defender - Right-Back,22,right,Wolves,2023-06-30,2020-09-23,Gestifute,Nike,EPL
277,Rúben Neves,Rúben Diogo da Silva Neves,26,1.8,Portugal,Santa Maria da Feira,40.0,50.0,midfield - Defensive Midfield,8,right,Wolves,2024-06-30,2017-07-08,Gestifute,Nike,EPL
278,Mario Lemina,Mario René Junior Lemina,29,1.84,Gabon  France,Libreville,10.0,15.0,midfield - Defensive Midfield,5,right,Wolves,2025-06-30,2023-01-13,G&ML SPORTS LIMITED,adidas,EPL
279,Boubacar Traoré,,21,1.83,Mali,Bamako,5.0,5.0,midfield - Defensive Midfield,6,,Wolves,2023-06-30,2022-09-01,forward management ...,,EPL
280,Joe Hodge,Joseph Shaun Hodge,20,1.72,Ireland  England,Manchester,0.5,0.5,midfield - Defensive Midfield,59,right,Wolves,2027-06-30,2022-07-01,Fortitude Sports ...,,EPL
281,Matheus Nunes,,24,1.83,Portugal  Brazil,Rio de Janeiro,45.0,45.0,midfield - Central Midfield,27,right,Wolves,2027-06-30,2022-08-18,Gestifute,,EPL
